Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
430558 Colinas;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;4;0;9
430560 Colorado;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;2;1;1;0;6;0;14
430570 Condor;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;4;2;1;7;0;20
430580 Constantina;0;0;0;0;0;0;0;1;2;0;0;1;0;1;3;3;5;6;2;6;11;0;41
430583 Coqueiro Baixo;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3
430585 Coqueiros do Sul;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;1;5;0;11
430587 Coronel Barros;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;6;0;13
430590 Coronel Bicaco;0;0;0;0;0;0;0;1;0;1;1;1;2;1;2;2;3;1;5;5;9;0;34
430593 Coronel Pilar;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;2;2;0;8
430595 Cotiporã;0;0;0;0;0;0;0;0;1;1;0;1;1;2;0;1;3;1;2;1;9;0;23
430597 Coxilha;0;1;0;1;0;1;0;0;0;0;0;0;1;0;2;0;3;2;0;0;2;0;12
430600 Crissiumal;0;0;0;0;0;0;1;0;0;2;0;1;1;4;5;6;5;6;10;10;7;0;58
430605 Cristal;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;5;3;5;5;0;0;26
430607 Cristal do Sul;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;0;2;4;3;6;0;21
430610 Cruz Alta;6;1;1;8;0;1;1;2;6;13;6;4;15;18;18;18;32;33;23;31;83;0;312
430613 Cruzaltense;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0;7
430620 Cruzeiro do Sul;0;1;0;1;0;1;0;2;0;0;3;1;0;3;2;3;5;11;8;2;14;0;56
430630 David Canabarro;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;2;4;0;11
430632 Derrubadas;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;1;1;1;3;4;0;16
430635 Dezesseis de Novembro;0;0;0;0;0;1;0;0;1;1;0;2;0;0;2;0;0;0;3;2;4;0;16
430637 Dilermando de Aguiar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;3;0;8
430640 Dois Irmãos;1;0;0;1;0;0;0;1;1;1;1;1;3;4;4;3;7;11;9;9;12;0;68
430642 Dois Irmãos das Missões;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
430645 Dois Lajeados;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;4;2;2;5;0;17
430650 Dom Feliciano;0;0;1;1;0;0;1;1;0;0;1;0;1;2;6;3;6;7;12;7;12;1;61
430660 Dom Pedrito;2;2;0;4;1;1;0;0;1;0;1;6;4;9;13;8;14;23;22;23;52;0;182
430655 Dom Pedro de Alcântara;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;2;1;1;1;3;0;12
430670 Dona Francisca;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;3;4;1;8;0;21
430673 Doutor Maurício Cardoso;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;2;1;6;7;4;0;25
430675 Doutor Ricardo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;2;0;0;8
430676 Eldorado do Sul;1;0;0;1;0;0;1;2;3;6;1;5;8;7;10;13;16;18;9;13;15;0;128
430680 Encantado;0;2;0;2;0;0;1;1;2;1;1;2;1;1;3;5;6;6;5;11;13;0;61
430690 Encruzilhada do Sul;4;0;2;6;0;0;2;0;3;2;1;3;6;4;10;12;15;21;14;14;30;0;143
430695 Entre Rios do Sul;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;1;1;6;3;0;16
430693 Entre-Ijuís;0;0;0;0;1;0;0;1;0;2;2;1;1;2;2;3;3;6;8;8;10;0;50
430697 Erebango;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;3;1;2;2;1;5;0;18
430700 Erechim;5;1;4;10;0;1;0;5;8;10;7;8;14;11;23;19;29;28;39;36;84;0;332
430705 Ernestina;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;3;0;2;0;6;0;15
430720 Erval Grande;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;2;2;1;1;8;0;21
430730 Erval Seco;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;1;2;2;10;3;6;0;30
430740 Esmeralda;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;2;0;4;1;0;12
430745 Esperança do Sul;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;0;2;2;3;0;13
430750 Espumoso;1;0;0;1;1;0;0;1;2;2;1;1;0;1;2;4;11;10;4;3;14;0;58
430755 Estação;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;5;0;0;4;2;3;0;18
430760 Estância Velha;1;1;0;2;1;0;1;2;3;4;4;3;2;9;9;11;15;19;14;5;19;0;123
430770 Esteio;2;0;0;2;3;0;0;6;13;8;5;9;7;18;23;36;39;38;35;26;39;0;307
430780 Estrela;0;1;1;2;0;0;0;1;4;1;3;2;6;5;7;12;15;14;15;9;24;0;120
430781 Estrela Velha;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;3;0;2;3;3;4;0;20
430783 Eugênio de Castro;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;3;2;5;3;2;0;20
430786 Fagundes Varela;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;1;4;0;10
430790 Farroupilha;3;1;2;6;0;0;0;3;6;12;4;4;6;16;16;12;24;21;30;29;38;0;227
430800 Faxinal do Soturno;0;0;0;0;0;0;0;0;0;2;0;1;2;3;3;3;2;1;2;3;6;0;28
430805 Faxinalzinho;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;0;2;0;8
430807 Fazenda Vilanova;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2;1;4;4;4;2;0;21
430810 Feliz;0;2;0;2;0;0;0;0;0;1;1;0;1;4;3;5;3;6;6;1;13;0;46
430820 Flores da Cunha;2;1;0;3;0;0;1;0;3;5;2;2;3;4;9;4;6;9;12;12;29;0;104
430825 Floriano Peixoto;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;1;0;0;7
430830 Fontoura Xavier;1;0;0;1;1;1;0;0;1;1;0;0;2;1;2;3;2;9;6;5;15;0;50
430840 Formigueiro;0;1;0;1;0;0;0;1;0;0;1;0;0;4;1;2;0;3;7;4;6;0;30
430843 Forquetinha;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;3;0;0;3;0;11
430845 Fortaleza dos Valos;0;0;0;0;1;0;0;1;0;1;0;0;0;3;3;0;1;4;3;2;7;0;26
430850 Frederico Westphalen;1;0;2;3;0;0;0;2;0;2;1;1;4;3;6;5;15;10;8;7;27;0;94
430860 Garibaldi;0;0;0;0;0;0;0;1;4;4;3;1;1;4;3;7;9;9;18;9;34;0;107
430865 Garruchos;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;1;2;6;0;14
430870 Gaurama;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;0;2;2;2;9;0;20
430880 General Câmara;0;0;0;0;0;0;0;1;0;0;0;1;1;0;5;6;3;8;6;7;5;0;43
430885 Gentil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;5
430890 Getúlio Vargas;0;0;0;0;0;1;0;2;1;2;1;4;3;11;4;5;8;9;7;12;19;0;89
430900 Giruá;0;1;0;1;0;0;0;1;0;0;0;3;0;5;3;3;5;8;9;15;14;0;67
430905 Glorinha;1;1;1;3;0;0;0;0;2;1;0;0;0;1;3;2;3;3;2;1;1;0;22
430910 Gramado;1;0;3;4;1;2;0;2;2;5;6;2;3;5;6;14;7;11;10;19;17;0;116
430912 Gramado dos Loureiros;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;1;2;0;10
430915 Gramado Xavier;0;0;0;0;0;0;0;0;1;0;0;2;2;1;0;0;0;2;1;1;5;0;15
430920 Gravataí;6;2;9;17;1;3;4;13;30;25;23;22;37;36;93;71;98;93;124;111;156;1;958
430925 Guabiju;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;5
430930 Guaíba;0;2;2;4;2;1;1;14;8;12;11;10;14;12;25;38;47;49;44;36;77;0;405
430940 Guaporé;1;0;0;1;1;0;0;1;1;2;1;4;4;5;5;5;6;9;7;7;18;0;77
430950 Guarani das Missões;0;0;0;0;0;0;0;1;1;0;3;0;1;2;2;2;4;2;4;3;9;0;34
430955 Harmonia;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;4;1;0;5;0;18
430710 Herval;0;0;0;0;0;0;0;0;1;2;0;1;1;2;3;1;3;9;1;6;10;0;40
430957 Herveiras;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;5
430960 Horizontina;0;0;0;0;0;0;0;0;2;4;0;3;5;2;6;3;9;7;16;7;11;0;75
430965 Hulha Negra;1;0;1;2;0;0;0;0;0;0;1;0;1;1;0;1;3;2;4;3;2;0;20
430970 Humaitá;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;2;2;1;4;10;0;23
430975 Ibarama;1;0;0;1;1;0;0;1;1;0;0;1;0;2;0;1;2;2;1;1;5;0;19
430980 Ibiaçá;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;2;4;2;2;3;4;0;23
430990 Ibiraiaras;1;0;1;2;0;0;0;0;1;0;1;1;0;1;3;1;2;3;2;4;3;0;24
430995 Ibirapuitã;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;6;0;12
431000 Ibirubá;0;1;0;1;0;0;2;1;0;0;3;0;8;0;4;7;7;4;10;14;25;0;86
431010 Igrejinha;1;0;0;1;1;0;2;3;6;3;1;5;4;7;11;14;11;13;14;13;22;0;131
431020 Ijuí;1;1;0;2;1;1;1;5;8;5;4;6;9;13;14;21;18;23;41;39;90;1;302
431030 Ilópolis;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;1;1;2;2;4;0;14
431033 Imbé;1;0;0;1;0;0;0;0;0;0;0;1;2;6;6;9;5;12;13;11;15;1;82
431036 Imigrante;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;5;5;8;0;22
431040 Independência;1;0;0;1;0;0;0;1;0;0;0;1;0;2;1;1;5;3;2;3;7;0;27
431041 Inhacorá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;2;0;7
431043 Ipê;1;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;2;3;4;4;7;0;26
431046 Ipiranga do Sul;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3;2;1;0;10
431050 Iraí;1;0;0;1;0;0;0;0;1;1;0;0;2;4;2;3;5;5;8;5;8;0;45
431053 Itaara;0;1;0;1;0;0;0;0;2;1;0;0;1;1;3;1;2;1;2;2;6;0;23
431055 Itacurubi;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;2;0;8
431057 Itapuca;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;2;0;0;8
431060 Itaqui;1;1;3;5;0;2;0;4;3;8;5;3;3;5;5;16;16;16;20;10;37;0;158
431065 Itati;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;2;2;3;3;3;1;0;18
431070 Itatiba do Sul;0;0;1;1;0;0;0;0;0;0;0;1;1;1;2;1;1;4;2;3;4;0;21
431075 Ivorá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;1;1;0;9
431080 Ivoti;0;0;0;0;0;0;0;2;0;1;1;0;3;6;2;3;3;4;12;6;14;0;57
431085 Jaboticaba;1;0;0;1;0;0;0;0;0;0;1;0;1;1;2;1;2;3;3;2;3;0;20
431087 Jacuizinho;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;2;0;8
431090 Jacutinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;4;4;0;12
431100 Jaguarão;0;1;0;1;1;1;0;2;0;1;1;2;5;4;11;7;18;16;19;17;36;0;142
431110 Jaguari;0;0;0;0;0;0;1;0;0;1;2;1;3;0;2;6;4;7;8;5;14;0;54
431112 Jaquirana;0;0;0;0;0;0;1;1;0;0;0;1;1;0;2;2;2;3;0;3;5;0;21
431113 Jari;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;2;2;3;6;6;0;23
431115 Jóia;1;0;0;1;0;0;0;1;0;0;1;0;2;2;3;3;0;2;2;2;6;0;25
431120 Júlio de Castilhos;0;1;0;1;0;0;2;1;3;1;2;1;1;4;7;3;5;12;10;10;12;0;75
431123 Lagoa Bonita do Sul;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;3;1;3;1;2;3;0;17
431127 Lagoa dos Três Cantos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3
431130 Lagoa Vermelha;4;0;1;5;1;1;0;1;2;4;2;1;2;5;5;13;9;9;15;18;28;0;121
431125 Lagoão;1;0;0;1;0;0;0;0;1;1;0;2;3;6;2;2;2;1;1;5;9;0;36
431140 Lajeado;3;2;2;7;2;1;1;7;8;9;5;5;8;8;14;14;21;19;20;24;45;0;218
431142 Lajeado do Bugre;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;2;0;0;0;0;0;6
431150 Lavras do Sul;0;1;1;2;0;0;0;1;0;0;1;1;1;3;0;2;2;5;5;4;9;0;36
431160 Liberato Salzano;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;1;2;2;1;3;7;0;20
431162 Lindolfo Collor;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;5;0;2;2;0;2;0;18
431164 Linha Nova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;7
431171 Maçambará;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;2;0;0;8
431170 Machadinho;1;0;0;1;0;0;0;1;1;0;2;0;0;2;1;4;1;3;4;4;8;0;32
431173 Mampituba;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;2;0;1;2;0;10
431175 Manoel Viana;0;0;0;0;1;0;0;1;0;1;0;0;1;3;2;1;3;6;3;3;3;0;28
431177 Maquiné;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;4;1;1;9;1;8;0;29
431179 Maratá;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;3;4;3;6;0;20
431180 Marau;3;1;0;4;0;0;0;3;3;1;2;4;4;8;10;10;9;5;12;13;20;0;108
431190 Marcelino Ramos;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;2;1;2;4;3;0;17
431198 Mariana Pimentel;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;4;3;5;0;18
431200 Mariano Moro;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;4;0;8
431205 Marques de Souza;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;2;2;2;1;5;0;18
431210 Mata;0;0;0;0;0;0;1;0;0;0;0;2;0;2;4;2;1;4;3;3;11;0;33
431213 Mato Castelhano;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;2;6;0;12
431215 Mato Leitão;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;3;3;1;1;4;6;0;24
431217 Mato Queimado;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;1;2;0;4;0;12
431220 Maximiliano de Almeida;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;1;1;3;1;1;7;0;19
431225 Minas do Leão;0;0;0;0;1;0;0;1;0;0;1;3;1;0;2;4;1;6;2;5;4;0;31
431230 Miraguaí;0;0;0;0;1;0;1;0;0;3;0;0;2;2;0;2;2;3;2;2;8;0;28
431235 Montauri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;5
431237 Monte Alegre dos Campos;0;0;1;1;0;0;0;1;0;0;1;2;0;0;1;1;0;1;1;2;3;1;15
431238 Monte Belo do Sul;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;4;1;6;0;16
431240 Montenegro;4;1;3;8;2;0;1;2;6;5;6;8;8;9;17;27;16;27;35;30;41;0;248
431242 Mormaço;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;1;0;4;0;11
431244 Morrinhos do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;4;0;10
431245 Morro Redondo;0;0;0;0;0;0;0;1;0;0;0;0;2;2;6;2;3;3;6;5;16;0;46
431247 Morro Reuter;1;0;1;2;0;0;0;0;0;0;0;0;1;0;1;2;4;1;2;4;7;0;24
431250 Mostardas;0;0;0;0;0;0;0;1;1;0;1;0;3;3;3;5;4;6;6;5;14;0;52
431260 Muçum;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;0;3;3;4;5;7;0;26
431261 Muitos Capões;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;1;0;1;4;6;4;0;21
431262 Muliterno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;2;0;8
431265 Não-Me-Toque;1;0;0;1;0;0;0;0;2;4;1;1;4;1;1;1;7;15;14;7;16;0;75
431267 Nicolau Vergueiro;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;6
431270 Nonoai;0;0;0;0;1;0;0;1;2;1;0;1;1;1;4;3;5;2;4;8;14;0;48
431275 Nova Alvorada;0;0;0;0;0;0;0;1;1;0;0;0;2;0;2;1;1;0;4;2;3;0;17
431280 Nova Araçá;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;1;2;1;2;1;3;0;15
431290 Nova Bassano;0;0;0;0;0;0;0;0;3;1;1;1;1;2;1;0;7;1;3;3;11;0;35
431295 Nova Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;1;2;3;0;12
431300 Nova Bréscia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;5;0;8
431301 Nova Candelária;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;3;0;8
431303 Nova Esperança do Sul;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;1;0;4;3;3;0;17
431306 Nova Hartz;2;1;1;4;0;0;0;0;2;2;1;1;0;5;5;1;2;7;3;7;6;0;46
431308 Nova Pádua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;5
431310 Nova Palma;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;3;2;3;3;2;4;0;20
431320 Nova Petrópolis;0;0;1;1;0;0;0;0;1;1;2;1;1;4;3;3;9;9;10;8;32;0;85
431330 Nova Prata;1;0;1;2;0;0;0;2;1;1;1;1;2;4;3;3;3;6;7;8;15;0;59
431333 Nova Ramada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;3;0;8
431335 Nova Roma do Sul;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;3;1;3;2;3;0;17
431337 Nova Santa Rita;1;0;1;2;0;0;0;3;2;2;4;3;4;4;9;6;10;7;7;3;9;0;75
431349 Novo Barreiro;1;0;0;1;0;0;0;0;0;0;0;0;1;3;1;2;2;4;1;0;6;0;21
431339 Novo Cabrais;0;0;0;0;0;0;0;0;1;1;0;0;1;2;2;5;2;2;2;3;6;0;27
431340 Novo Hamburgo;10;4;6;20;4;1;6;14;19;35;24;30;48;53;51;83;80;99;94;88;143;2;894
431342 Novo Machado;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;4;4;2;4;2;6;0;27
431344 Novo Tiradentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;0;7
431346 Novo Xingu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;0;0;8
431350 Osório;0;0;0;0;0;1;1;3;5;1;7;3;7;11;5;15;15;17;13;16;32;0;152
431360 Paim Filho;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;5;2;3;3;5;0;25
431365 Palmares do Sul;0;0;0;0;0;0;0;0;1;1;2;1;3;0;4;3;3;8;9;6;11;0;52
431370 Palmeira das Missões;2;1;1;4;1;0;0;2;1;2;5;2;4;8;9;13;14;17;20;21;34;0;157
431380 Palmitinho;0;0;0;0;2;0;0;0;1;0;0;0;1;2;0;3;0;1;3;3;6;0;22
431390 Panambi;1;0;0;1;0;0;1;0;1;2;2;4;4;5;4;12;20;17;16;9;25;0;123
431395 Pantano Grande;1;2;0;3;0;0;0;1;0;2;2;0;3;3;5;5;7;6;3;3;12;0;55
431400 Paraí;0;0;0;0;0;0;0;2;0;1;0;1;1;1;2;1;1;1;1;2;5;0;19
431402 Paraíso do Sul;0;0;0;0;0;0;0;0;2;0;0;0;2;5;0;2;4;2;5;3;8;0;33
431403 Pareci Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;4;2;0;7;0;23
431405 Parobé;2;0;1;3;0;2;0;3;6;3;9;8;5;13;9;9;12;19;16;14;18;0;149
431406 Passa Sete;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;3;1;0;5;3;3;0;19
431407 Passo do Sobrado;0;0;0;0;0;0;0;1;0;1;0;0;4;2;3;2;4;2;3;7;6;0;35
431410 Passo Fundo;11;3;2;16;2;1;2;11;29;23;24;20;24;36;46;60;65;61;84;79;141;2;726
431413 Paulo Bento;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4;4;2;5;0;18
431415 Paverama;1;0;0;1;1;0;0;0;1;0;0;1;0;1;4;1;3;3;5;4;8;0;33
431417 Pedras Altas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3
431420 Pedro Osório;0;0;0;0;0;0;0;1;1;3;0;0;0;4;2;5;4;6;8;6;13;0;53
431430 Pejuçara;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;2;0;0;3;0;9
431440 Pelotas;16;7;10;33;2;1;2;16;24;28;43;47;44;97;113;125;168;152;160;198;332;1;1586
431442 Picada Café;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;3;1;4;1;2;5;0;19
431445 Pinhal;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;1;3;2;1;0;12
431446 Pinhal da Serra;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;2;0;0;1;2;0;10
431447 Pinhal Grande;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;1;2;1;0;5;0;14
431449 Pinheirinho do Vale;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;0;2;0;2;0;5;0;14
431450 Pinheiro Machado;0;2;0;2;0;1;0;0;0;1;0;0;1;2;1;2;7;10;16;12;16;0;71
431455 Pirapó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;4;0;7;0;16
431460 Piratini;0;0;0;0;0;0;0;1;0;2;1;2;3;1;11;7;8;19;13;17;27;0;112
431470 Planalto;0;1;0;1;0;0;0;0;0;0;1;4;2;5;2;2;5;2;6;4;9;0;43
431475 Poço das Antas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;5;0;8
431477 Pontão;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;2;0;6
431478 Ponte Preta;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;5
431480 Portão;2;1;0;3;0;1;2;3;1;5;2;4;5;13;6;8;12;11;10;9;10;0;105
431490 Porto Alegre;34;27;40;101;12;11;24;100;158;161;179;176;194;296;372;442;544;556;604;599;1282;18;5829
431500 Porto Lucena;2;1;0;3;0;0;0;0;0;0;1;0;1;1;1;3;3;7;6;3;9;0;38
431505 Porto Mauá;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;2;1;3;1;0;12
431507 Porto Vera Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;1;4;0;12
431510 Porto Xavier;1;0;1;2;0;0;1;1;0;1;2;2;1;2;2;4;4;7;5;5;12;0;51
431513 Pouso Novo;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;3;0;6
431514 Presidente Lucena;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;2;0;7
431515 Progresso;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;3;2;2;5;3;5;0;27
431517 Protásio Alves;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;1;1;3;0;10
431520 Putinga;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;4;2;1;0;5;0;15
431530 Quaraí;1;0;0;1;0;0;0;0;1;0;2;3;2;6;7;6;7;16;15;18;33;1;118
431531 Quatro Irmãos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;0;7
431532 Quevedos;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;0;1;0;10
431535 Quinze de Novembro;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;1;2;4;2;3;2;0;20
431540 Redentora;0;1;1;2;0;1;0;1;3;0;0;0;2;0;1;1;1;6;2;8;17;0;45
431545 Relvado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;4;0;10
431550 Restinga Seca;0;0;1;1;0;0;2;1;3;0;1;1;5;1;5;8;7;7;15;6;23;0;86
431555 Rio dos Índios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;2;3;0;10
431560 Rio Grande;6;5;5;16;5;3;5;12;8;19;15;23;27;48;77;79;90;110;88;105;180;2;912
431570 Rio Pardo;2;0;1;3;1;1;1;1;1;2;1;5;3;5;10;18;24;16;16;15;35;0;158
431575 Riozinho;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;1;2;1;1;2;6;0;18
431580 Roca Sales;0;1;2;3;1;0;0;0;0;0;0;0;2;1;6;2;4;8;3;8;11;0;49
431590 Rodeio Bonito;0;0;0;0;0;0;0;0;1;1;1;2;0;0;2;4;0;1;5;1;6;0;24
431595 Rolador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;3;0;7
431600 Rolante;0;0;0;0;0;0;0;1;4;1;2;4;1;7;3;7;5;6;14;6;24;0;85
431610 Ronda Alta;1;0;0;1;0;0;0;0;0;2;1;0;2;5;3;5;4;5;5;2;19;0;54
431620 Rondinha;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;4;3;5;5;0;22
431630 Roque Gonzales;2;0;0;2;0;1;0;1;0;0;0;1;2;1;1;3;4;7;10;3;8;0;44
431640 Rosário do Sul;3;0;1;4;0;0;1;0;1;5;1;2;4;5;12;18;9;28;19;33;41;0;183
431642 Sagrada Família;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;7;0;12
